-151.2,292.6,100,0,"wp"
-150.805,285.769,100
-150.318,282.583,100
-149.642,279.548,100
-148.782,276.659,100
-147.742,273.913,100
-146.524,271.308,100
-145.135,268.839,100
-143.576,266.505,100
-141.852,264.302,100
-139.968,262.227,100
-137.926,260.277,100
-135.731,258.448,100
-133.386,256.739,100
-130.896,255.145,100
-128.265,253.663,100
-125.496,252.291,100
-122.592,251.025,100
-119.559,249.862,100
-116.4,248.8,100,1.26599,"wp"
-111.053,247.542,100
-108.46,247.238,100
-105.917,247.13,100
-103.419,247.205,100
-100.962,247.449,100
-98.5446,247.847,100
-96.1618,248.385,100
-93.8103,249.05,100
-91.4866,249.826,100
-89.1871,250.699,100
-86.9084,251.656,100
-84.6469,252.682,100
-82.3991,253.762,100
-80.1613,254.883,100
-77.9301,256.031,100
-75.7019,257.191,100
-73.4732,258.348,100
-71.2404,259.489,100
-69,260.6,100,2.02295,"wp"
-63.3894,263.606,100
-60.7043,265.248,100
-58.0924,266.975,100
-55.5486,268.78,100
-53.0675,270.659,100
-50.6439,272.603,100
-48.2727,274.609,100
-45.9486,276.669,100
-43.6664,278.777,100
-41.4208,280.928,100
-39.2067,283.116,100
-37.0189,285.333,100
-34.852,287.575,100
-32.701,289.836,100
-30.5605,292.108,100
-28.4254,294.387,100
-26.2904,296.666,100
-24.1504,298.939,100
-22,301.2,100,2.37793,"wp"
