-99.2895,162.001,100
-96.435,162.034,100
-90.7297,162.246,100
-82.2003,163,100
-70.9852,165.103,100
-57.8083,170.462,100
-46.2698,182.796,100
-42.6051,201.539,100
-44.583,220.969,100
-47.7492,238.662,100
-49.8064,253.919,100
-49.7907,266.447,100
-47.7077,275.886,100
-44.6686,281.993,100
-42.259,285.158,100
-41.1982,286.3,100
-41,286.5,100
